customer_city,transaction_amount,geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
santo antonio do aventureiro,1,36670.0,-21.759159516864145,-42.81599705005781,santo antonio do aventureiro,MG
manfrinopolis,1,85628.0,-26.14304328250928,-53.30937474560909,manfrinopolis,PR
galvao,1,89838.0,-26.45582841374338,-52.69168374135286,galvao,SC
arapua,1,38860.0,-19.034338896786643,-46.15534648824968,arapua,MG
vicente dutra,1,98450.0,-27.15788416122661,-53.4095577596632,vicente dutra,RS
simplicio mendes,1,64700.0,-7.861094999999992,-41.90915031343295,simplicio mendes,PI
senador salgado filho,1,98895.0,-28.026570489681287,-54.54638651031871,senador salgado filho,RS
marilena,1,87960.0,-22.738023499335117,-53.03480128032035,marilena,PR
nossa senhora do o,1,55592.0,-8.439731968636396,-35.013436999307515,nossa senhora do o,PE
paraiso do sul,1,96530.0,-29.71402737521854,-53.17959442346758,paraiso do sul,RS
berilo,1,39640.0,-16.94776404859762,-42.46079931170521,berilo,MG
guatapara,1,14115.0,-21.49997792466768,-48.03726039776328,guatapara,SP
joao dourado,1,44920.0,-11.351456296763748,-41.66142424263841,joao dourado,BA
santa leopoldina,1,29640.0,-20.09788499999995,-40.56381349999995,santa leopoldina,ES
atalaia,1,57690.0,-9.50500165962754,-36.02048157613924,atalaia,AL
ipaumirim,1,63340.0,-6.7922113733265,-38.71914094680426,ipaumirim,CE
canudos,1,48520.0,-9.898077831012769,-39.02804452032338,canudos,BA
castanheiras,1,76948.0,-11.42791426453094,-61.95158448840573,castanheiras,RO
ibiajara,1,46560.0,-12.989122251279436,-42.22005486173956,ibiajara,BA
moema,1,35604.0,-19.85046394071865,-45.41180722496183,moema,MG
claro dos pocoes,1,39380.0,-17.061941999999945,-44.22903199999996,claro dos pocoes,MG
rubineia,1,15790.0,-20.173642524708853,-51.00082322420964,rubineia,SP
rio rufino,1,88658.0,-27.862017068560547,-49.780863976474926,rio rufino,SC
sulina,1,85565.0,-25.697391117125616,-52.72237396671827,sulina,PR
miranda do norte,1,65495.0,-3.5678317291366355,-44.58332973503095,miranda do norte,MA
contenda,1,83730.0,-25.69025168661188,-49.55739679207331,contenda,PR
jussiape,1,46670.0,-13.50936539404896,-41.59299581183551,jussiape,BA
americo de campos,1,15550.0,-20.300442551848207,-49.73670632642024,americo de campos,SP
santo expedito,1,19190.0,-21.847777974978936,-51.391289949256894,santo expedito,SP
novo machado,1,98955.0,-27.504946607683166,-54.49098696611747,novo machado,RS
lagoa de sao francisco,1,64258.0,-4.389971922156163,-41.60012129938582,lagoa de sao francisco,PI
arataca,1,45695.0,-15.261146540590303,-39.4099324907753,arataca,BA
matias olimpio,1,64150.0,-3.716305470758854,-42.55055064610651,matias olimpio,PI
minas do leao,1,96755.0,-30.1390909522059,-52.04834378251154,minas do leao,RS
sao bentinho,1,58857.0,-6.890714276866765,-37.72364270484569,sao bentinho,PB
aiuaba,1,63575.0,-6.681411746869731,-40.083475621279845,aiuaba,CE
jaguaribara,1,63490.0,-5.453583981678744,-38.46299838290441,jaguaribara,CE
ribas do rio pardo,1,79180.0,-20.440552708617748,-53.74905865230375,ribas do rio pardo,MS
flora rica,1,17870.0,-21.676962204920127,-51.38153984302801,flora rica,SP
capitao andrade,1,35123.0,-19.066830671172312,-41.86539728386151,capitao andrade,MG
palminopolis,1,75990.0,-16.79490084141105,-50.16301931822681,palminopolis,GO
ilicinea,1,37175.0,-20.944705621834668,-45.82709818233235,ilicinea,MG
mae d'agua,1,58740.0,-7.218650909237443,-37.39916373741279,mae d'agua,PB
alegria,1,36935.0,-19.92728392353204,-41.920068012601845,alegria,MG
fonseca,1,35955.0,-20.16159337477424,-43.300652944075374,fonseca,MG
aragoiania,1,75360.0,-16.91336857887462,-49.4504022733276,aragoiania,GO
xexeu,1,55555.0,-8.809673922832657,-35.630014111257566,xexeu,PE
sao bonifacio,1,88485.0,-27.900181501862612,-48.929463009869366,sao bonifacio,SC
lutecia,1,19750.0,-22.339183248580564,-50.39158065669179,lutecia,SP
sabaudia,1,86720.0,-23.32016179098793,-51.55505060450602,sabaudia,PR
cerejeiras,1,76997.0,-13.188855474898324,-60.81113200853856,cerejeiras,RO
girau do ponciano,1,57360.0,-9.884729879912918,-36.83097543570194,girau do ponciano,AL
biritinga,1,48780.0,-11.61500057411008,-38.80774752856322,biritinga,BA
arraial d ajuda,1,45816.0,-16.479875083168082,-39.06744873629765,arraial d ajuda,BA
goiandira,1,75740.0,-18.13522588875085,-48.08720216731745,goiandira,GO
taiacu,1,14725.0,-21.143409040030463,-48.51518373604532,taiacu,SP
mucambo,1,62170.0,-3.903995475046312,-40.74463854634254,mucambo,CE
trombas,1,76460.0,-13.512979254632349,-48.74386808313619,trombas,GO
presidente nereu,1,89184.0,-27.28138740530753,-49.38954219571787,presidente nereu,SC
lamarao,1,48720.0,-11.795649902432892,-38.88365094145973,lamarao,BA
brasileia,1,69932.0,-11.011463117302965,-68.74200319879492,brasileia,AC
brejo,1,65520.0,-3.682571295639336,-42.75527177857826,brejo,MA
guassusse,1,63527.0,-6.245285440589121,-38.91626639176536,guassusse,CE
sao cristovao do sul,1,89533.0,-26.782351987425287,-50.9909837346078,sao cristovao do sul,SC
floresta do araguaia,1,68543.0,-7.562028886409853,-49.70357286521913,floresta do araguaia,PA
igapora,1,46490.0,-13.77767499091745,-42.72304603635042,igapora,BA
pranchita,1,85730.0,-26.02172816894713,-53.74164111671826,pranchita,PR
cedro do abaete,1,35624.0,-19.14920546086413,-45.7137032673222,cedro do abaete,MG
piracema,1,35536.0,-20.509312123932357,-44.48008798791571,piracema,MG
lagoa salgada,1,59247.0,-6.122106000000002,-35.475278930623794,lagoa salgada,RN
paranapoema,1,87680.0,-22.65725628260365,-52.08483560716908,paranapoema,PR
sao felix de minas,1,35275.0,-18.589660548548963,-41.48861628319123,sao felix de minas,MG
sao joao do sabugi,1,59310.0,-6.717623248925123,-37.20086870960221,sao joao do sabugi,RN
pianco,1,58765.0,-7.199286668366219,-37.927816932309874,pianco,PB
sobralia,1,35145.0,-19.23244374344605,-42.09912380012279,sobralia,MG
santo inacio,1,86650.0,-22.69750927251912,-51.79019661547541,santo inacio,PR
ponte alta do norte,1,89535.0,-27.165509168819703,-50.46862452668378,ponte alta do norte,SC
santo expedito do sul,1,99895.0,-27.935255999999946,-51.66425149999996,santo expedito do sul,RS
leoberto leal,1,88445.0,-27.50683222398425,-49.28717864145742,leoberto leal,SC
presidente lucena,1,93945.0,-29.5132714271164,-51.20332997168425,presidente lucena,RS
cedro,1,56130.0,-7.718387571502574,-39.23611651708445,cedro,PE
mucuge,1,46750.0,-13.006964375318343,-41.370374343374806,mucuge,BA
independencia,1,35236.0,-20.00758122660574,-44.04116293236808,independencia,MG
barao de juparana,1,27640.0,-22.33974331584391,-43.6784728365046,barao de juparana,RJ
santana do capivari,1,37469.0,-22.24726732180116,-44.933837390712114,santana do capivari,MG
areial,1,58140.0,-7.05058135530406,-35.92508271458427,areial,PB
morro de sao paulo,1,45428.0,-23.481338930059437,-46.592285238963605,morro de sao paulo,BA
centralina,1,38390.0,-18.584907382357677,-49.200840575671606,centralina,MG
mira estrela,1,15580.0,-19.9240226938765,-50.12244171955342,mira estrela,SP
leopoldo de bulhoes,1,75190.0,-16.623727111274967,-48.74197178681737,leopoldo de bulhoes,GO
jamapara,1,25887.0,-21.895515078174306,-42.71387373217659,jamapara,RJ
fortim,1,62815.0,-4.44950386060281,-37.80014889308775,fortim,CE
jardim olinda,1,87690.0,-22.55209840566701,-52.037532715149176,jardim olinda,PR
amargosa,1,45300.0,-13.03265683265314,-39.589148023011965,amargosa,BA
canto do buriti,1,64890.0,-8.1098305527142,-42.948917733871056,canto do buriti,PI
vermelho,1,36892.0,-19.955069241247276,-43.943871774301655,vermelho,MG
serranopolis de minas,1,39518.0,-15.807759338560428,-42.86962331609966,serranopolis de minas,MG
santa luzia do norte,1,57130.0,-9.599744064900332,-35.82592658034318,santa luzia do norte,AL
vargem alegre,1,27155.0,-22.502101382491936,-43.93172105359986,vargem alegre,RJ
lagoa da canoa,1,57330.0,-9.826357936406035,-36.74350553020881,lagoa da canoa,AL
alvorada d'oeste,1,76930.0,-11.35260070889819,-62.28468336460854,alvorada d'oeste,RO
carmolandia,1,77840.0,-7.040277516050829,-48.395679888788,carmolandia,TO
groairas,1,62190.0,-3.920725119545875,-40.39101004624399,groairas,CE
sao pedro do butia,1,97920.0,-28.12436815432312,-54.894348509744894,sao pedro do butia,RS
alagoa grande,1,58388.0,-7.037427716533435,-35.62979886985079,alagoa grande,PB
santa amelia,1,86370.0,-23.26775235247121,-50.42814382326255,santa amelia,PR
ilha grande,1,23968.0,-23.226221670757933,-44.71297703041569,ilha grande,RJ
itape,1,45750.0,-14.894156638394673,-39.42820313846944,itape,BA
canaa,1,36592.0,-20.686938364571223,-42.61836811041632,canaa,MG
sao jorge do oeste,1,85575.0,-25.707874939043798,-52.917027088691846,sao jorge do oeste,PR
piacatu,1,16230.0,-21.58764497190663,-50.59794848093564,piacatu,SP
farol,1,87325.0,-24.09497335778452,-52.62357352180008,farol,PR
alianca,1,55890.0,-7.600865057650731,-35.22801632892964,alianca,PE
caridade,1,62730.0,-4.231187562683074,-39.19426824169106,caridade,CE
matoes,1,65645.0,-5.5218023435095445,-43.20261197741524,matoes,MA
rincao,1,14830.0,-21.58800868183973,-48.07150792743003,rincao,SP
cocais,1,35975.0,-19.85786364895833,-43.448848082244325,cocais,MG
icaraima,1,87530.0,-23.396619519670747,-53.612252907517245,icaraima,PR
juru,1,58750.0,-7.534674812322716,-37.81765264343704,juru,PB
juruti,1,68170.0,-2.1570707666328874,-56.08366450361978,juruti,PA
morro do ferro,1,35541.0,-20.76688848221013,-44.575446902888224,morro do ferro,MG
capitao,1,95935.0,-29.27117778369625,-51.98845376647088,capitao,RS
osvaldo kroeff,1,95485.0,-28.976685770130608,-50.06326295388895,osvaldo kroeff,RS
santa rita do itueto,1,35225.0,-19.35827466024913,-41.37968932269562,santa rita do itueto,MG
caparao,1,36834.0,-20.524764476522325,-41.90531612448007,caparao,MG
balsa nova,1,83650.0,-25.5870663114133,-49.633257191575794,balsa nova,PR
tres irmaos,1,28435.0,-21.625645496895352,-41.98519583710767,tres irmaos,RJ
tunapolis,1,89898.0,-26.97341287100524,-53.63794249382285,tunapolis,SC
bela vista de minas,1,35938.0,-19.82771039205504,-43.09300983637606,bela vista de minas,MG
caxambu do sul,1,89880.0,-27.16138062408366,-52.879424792667166,caxambu do sul,SC
iaras,1,18775.0,-22.87255610657738,-49.162591567447954,iaras,SP
jandaia,1,75950.0,-17.037022499999996,-50.139432,jandaia,GO
chapadao do lageado,1,88407.0,-27.58808357580473,-49.54839526344868,chapadao do lageado,SC
agua preta,1,55550.0,-8.710233286287728,-35.522258291900684,agua preta,PE
traipu,1,57370.0,-9.970578300415776,-37.00358396139679,traipu,AL
rancho alegre,1,86290.0,-23.07080355780767,-50.9130519888441,rancho alegre,PR
godoy moreira,1,86938.0,-24.19450547097668,-51.92405038485945,godoy moreira,PR
vale do sol,1,96878.0,-29.603835576066185,-52.6866642221613,vale do sol,RS
grupiara,1,38470.0,-18.491977324116785,-47.72325229465162,grupiara,MG
paranhos,1,79925.0,-23.88712180486428,-55.42899203598735,paranhos,MS
ressaquinha,1,36270.0,-21.05753808224127,-43.756223653425536,ressaquinha,MG
bom retiro,1,88680.0,-27.798802210257072,-49.487725593260976,bom retiro,SC
sao francisco do brejao,1,65929.0,-5.130455371894684,-47.38536911039521,sao francisco do brejao,MA
lagoa do mato,1,62725.0,-3.825896451376389,-38.45635743099319,lagoa do mato,CE
japi,1,59213.0,-6.4675646637337,-35.94704134809741,japi,RN
japoata,1,49950.0,-10.353353477584616,-36.800024928012135,japoata,SE
divino das laranjeiras,1,35265.0,-18.780341147523888,-41.48022732768902,divino das laranjeiras,MG
ponto do marambaia,1,39812.0,-17.184169999999938,-41.46527999999995,ponto do marambaia,MG
laranja da terra,1,29615.0,-19.883477999999947,-41.04762199999996,laranja da terra,ES
sao benedito do sul,1,55410.0,-8.805091499999998,-35.88034499999999,sao benedito do sul,PE
pedras altas,1,96487.0,-31.735158481345625,-53.5800773191822,pedras altas,RS
guaraquecaba,1,83390.0,-25.29635234664244,-48.33035354118432,guaraquecaba,PR
agisse,1,19610.0,-24.306685360044035,-46.97661011647647,agisse,SP
frutuoso gomes,1,59890.0,-6.1606358705985445,-37.843429134005255,frutuoso gomes,RN
formosa do oeste,1,85830.0,-24.295075877846465,-53.31189564832585,formosa do oeste,PR
poco redondo,1,49810.0,-9.80496909464543,-37.686779981070906,poco redondo,SE
leopolis,1,86330.0,-23.079298297888524,-50.748657341159046,leopolis,PR
barra de santa rosa,1,58170.0,-6.730283404876338,-36.053449073312834,barra de santa rosa,PB
hulha negra,1,96460.0,-31.328237885510863,-53.97989163710521,hulha negra,RS
curralinho,1,68815.0,-1.8133271211288224,-49.79530269679687,curralinho,PA
feliz natal,1,78885.0,-12.387011157383954,-54.93962848461153,feliz natal,MT
brejetuba,1,29630.0,-20.148321628660536,-41.29210545467481,brejetuba,ES
piquerobi,1,19410.0,-21.88654672458672,-51.72992782766481,piquerobi,SP
cajueiro,1,57770.0,-9.398206889409591,-36.147432614695205,cajueiro,AL
nova lacerda,1,78243.0,-14.478297680095729,-59.583782590556574,nova lacerda,MT
reserva do iguacu,1,85195.0,-25.835739750478755,-52.02902169789128,reserva do iguacu,PR
paripueira,1,57935.0,-9.46306731602714,-35.54598692729274,paripueira,AL
indiaroba,1,49250.0,-11.519560623795403,-37.507868617481215,indiaroba,SE
ibarama,1,96925.0,-29.41637867771829,-53.13091366267536,ibarama,RS
taquarucu do sul,1,98410.0,-27.398404413035323,-53.46486287328698,taquarucu do sul,RS
angelina,1,88460.0,-27.58579602024569,-48.98403659704282,angelina,SC
tome-acu,1,68680.0,-2.417793377438449,-48.15235963847371,tome-acu,PA
flores de goias,1,73890.0,-14.611790999999949,-46.808881999999954,flores de goias,GO
redencao do gurgueia,1,64915.0,-9.486171972562596,-44.58455181046884,redencao do gurgueia,PI
unistalda,1,97755.0,-29.04689512144619,-55.156855103168,unistalda,RS
pouso novo,1,95945.0,-29.171419647005017,-52.209108948250375,pouso novo,RS
pinhal da serra,1,95390.0,-30.233660772021317,-50.23357365986018,pinhal da serra,RS
mucurici,1,29880.0,-18.095573201606555,-40.52036099091393,mucurici,ES
barra do rio azul,1,99795.0,-27.40990226612165,-52.41469901542163,barra do rio azul,RS
alegrete do piaui,1,64675.0,-7.243851021384939,-40.85762441802442,alegrete do piaui,PI
sao jose do piaui,1,64625.0,-6.872241667837374,-41.47649588805879,sao jose do piaui,PI
ilha dos valadares,1,83252.0,42.18400274298598,-8.723762147513938,ilha dos valadares,PR
retirolandia,1,48750.0,-11.486018999999946,-39.39309349999997,retirolandia,BA
calcado,1,55375.0,-8.742617661013508,-36.33613133997375,calcado,PE
miradouro,1,36893.0,-20.890555281734297,-42.342876,miradouro,MG
padre paraiso,1,39818.0,-17.073434611750365,-41.48533318593329,padre paraiso,MG
campo alegre de lourdes,1,47220.0,-9.518224445505371,-43.01269672136071,campo alegre de lourdes,BA
ibiracu,1,29670.0,-19.83043658240911,-40.37310513525523,ibiracu,ES
engenheiro navarro,1,39363.0,-17.285083265375615,-43.94901617796793,engenheiro navarro,MG
florinia,1,19870.0,-22.90609890672881,-50.72797852770027,florinia,SP
santa rosa do sul,1,88965.0,-29.14124692251072,-49.705801931028006,santa rosa do sul,SC
duere,1,77485.0,-11.338795184322626,-49.259468283125976,duere,TO
lajeado grande,1,89828.0,-26.857914551758288,-52.56659110262859,lajeado grande,SC
calmon,1,89430.0,-26.60327488002217,-51.09487046979415,calmon,SC
foz do jordao,1,85145.0,-25.736613369925667,-52.12123344988201,foz do jordao,PR
sete de setembro,1,97960.0,-28.12866725720165,-54.45910180238341,sete de setembro,RS
vila bela da santissima trindade,1,78245.0,-15.162473999999946,-59.963821999999965,vila bela da santissima trindade,MT
conselheiro mairinck,1,86480.0,-23.621894157503768,-50.17053729537247,conselheiro mairinck,PR
caicara do norte,1,59592.0,-5.06427999999994,-36.052749999999946,caicara do norte,RN
barreira,1,62795.0,-4.292686814482221,-38.637656402685465,barreira,CE
martinesia,1,38439.0,-18.74845329586244,-48.41803874409951,martinesia,MG
lucena,1,58315.0,-6.930678608954652,-34.868912391045335,lucena,PB
santa quiteria do maranhao,1,65540.0,-3.5011899999999514,-42.565969999999936,santa quiteria do maranhao,MA
braunas,1,35189.0,-19.057197505541836,-42.71664165365761,braunas,MG
terezinha,1,55305.0,-9.05622452267114,-36.62388843648733,terezinha,PE
gentio do ouro,1,47450.0,-11.430435845112113,-42.50579957941182,gentio do ouro,BA
lamim,1,36455.0,-20.78864458843881,-43.474975431144365,lamim,MG
valao do barro,1,28555.0,-22.345766968364543,-41.75767926461165,valao do barro,RJ
sao mateus de minas,1,37652.0,-22.707410124912013,-46.03526215592884,sao mateus de minas,MG
urucuia,1,38649.0,-16.123651373852883,-45.73968023170167,urucuia,MG
cravolandia,1,45330.0,-13.36042284702786,-39.8128516977388,cravolandia,BA
corumbatai do sul,1,86970.0,-24.10007078646277,-52.115342729172006,corumbatai do sul,PR
vargeao,1,89690.0,-26.788988999999944,-52.122283999999965,vargeao,SC
sao pedro do iguacu,1,85929.0,-24.93291729781205,-53.85909795019674,sao pedro do iguacu,PR
igaratinga,1,35695.0,-19.95637361152872,-44.70921564142246,igaratinga,MG
olhos d'agua,1,39398.0,-17.40084544820299,-43.5708706102914,olhos d'agua,MG
duas barras,1,28650.0,-22.05328421346562,-42.52135916911488,duas barras,RJ
alvorada do gurgueia,1,64923.0,-8.455556999999946,-43.978332499999965,alvorada do gurgueia,PI
cruzeiro do iguacu,1,85598.0,-25.61733537635747,-53.13025638377209,cruzeiro do iguacu,PR
jeriquara,1,14450.0,-20.309917531345675,-47.59383882689577,jeriquara,SP
pequi,1,35667.0,-19.62716941891846,-44.66317014596649,pequi,MG
ouro verde de goias,1,75165.0,-16.217600462636685,-49.19656462799336,ouro verde de goias,GO
murucupi,1,68448.0,-1.5657980166411838,-48.76801773353532,murucupi,PA
constantina,1,99680.0,-27.73202948631604,-52.99647079141222,constantina,RS
tamboara,1,87760.0,-23.19624084353108,-52.49561006253367,tamboara,PR
saboeiro,1,63590.0,-6.519218113484912,-39.76744357824639,saboeiro,CE
bom jardim de goias,1,76245.0,-16.203083631387916,-52.17402408729853,bom jardim de goias,GO
sao joaquim do monte,1,55670.0,-8.43233973860894,-35.81120222562032,sao joaquim do monte,PE
taquarana,1,57640.0,-9.646474099375768,-36.49149384090242,taquarana,AL
angustura,1,36664.0,-21.86628870637954,-42.70181766494,angustura,MG
alagoa,1,37458.0,-22.17391071187777,-44.64586957650184,alagoa,MG
machados,1,55740.0,-7.686243000000003,-35.51522175000001,machados,PE
cambara do sul,1,95480.0,-29.054918999999945,-50.15315149999997,cambara do sul,RS
boa ventura,1,28340.0,-21.207949118544864,-41.88977443369495,boa ventura,RJ
sao nicolau,1,97880.0,-28.18361904664162,-55.2519742170453,sao nicolau,RS
missao velha,1,63200.0,-7.246373337632157,-39.16629491578556,missao velha,CE
solanea,1,58225.0,-6.758818722535642,-35.647941926052745,solanea,PB
francisco dantas,1,59902.0,-6.086618846363077,-38.12632299997528,francisco dantas,RN
peri mirim,1,65245.0,-2.5781793489157856,-44.85900866284855,peri mirim,MA
serra do salitre,1,38760.0,-19.11355221938487,-46.67495275202111,serra do salitre,MG
herval,1,96310.0,-32.03109521608358,-53.39189123015052,herval,RS
santo antonio dos campos,1,35505.0,-20.10557793858407,-44.97569538783192,santo antonio dos campos,MG
itaporanga d'ajuda,1,49120.0,-10.99840006606665,-37.31442925247881,itaporanga d'ajuda,SE
